DATE,IP SOURCE,OWNER SOURCE,ID SOURCE,IP TARGET,STATE TARGET,TARGET OWNER,ID TARGET,INTRUSION METHOD,SUCCESS,LOG TRACE,VOTES CHANGED
11/02/2020 14:20:12,627.302.425.672,E-LEARNING DATA,a2:e2:68:25:f7:fe,259.903.610.658,ARIZONA,YAVAPAI COUNTY ELECTION,23:c1:fc:c7:40:b3,FIREWALL,N, ,TRUMP: DOWN 41931
11/02/2020 22:58:36,129.401.957.708,KJBHJD LTD 718 NETWORK WLS,e4:29:17:e2:0d:b2,231.297.617.843,PENNSYLVANIA,LUZERNE COUNTY,ef:4d:81:5b:9d:c2,FIREWALL, ,Y,TRUMP: DOWN 25420
11/02/2020 17:41:37,344.655.150.574,NETWORK SINGNET JAPAN,49:82:ee:45:49:11,125.396.598.838,GEORGIA,WAYNE COUNTY,ac:a8:6f:59:d6:5a,BOTH,U,Y,TRUMP: DOWN 8886
11/04/2020 23:25:00,219.139.752.810,ONLINE INFRASTRUCTURE WLS 200 KJBHJD LTD INFRASTRUCTURE POOLS,99:89:ca:6d:7d:f5,145.554.532.354,GEORGIA,WEBSTER COUNTY,82:15:70:03:e3:af,*,Y, ,TRUMP: DOWN 25667
11/05/2020 15:04:22,879.958.33.91,CN INFRASTRUCTURE,73:b5:21:0d:9d:66,287.128.636.182,NEVADA,LINCOLN COUNTY ELECTION,f5:e0:38:3c:3c:1d,BOTH,Y,Y,TRUMP: DOWN 34009
11/01/2020 23:03:20,262.145.372.700,SERVER ETHN RSV INFRASTRUCTURE POOLS WUHAN,94:76:a8:d1:cf:3c,721.705.48.886,ARIZONA,MOHAVE COUNTY ELECTION,ab:55:df:e9:a3:1b,FIREWALL,N,Y,TRUMP: DOWN 12767
11/02/2020 20:05:10,351.460.53.22,LKL-21 MOSCOW,db:2c:49:28:7e:27,207.259.201.969,NEVADA,LYON COUNTY,17:6a:53:94:17:a1,CREDENTIALS, , ,TRUMP: DOWN 30029
11/05/2020 19:23:12,10.546.617.361,SUITE INFORMATION IP HPO-SUITE NET KJBHJD LTD TECH,73:d9:a7:14:37:be,600.3.837.147,ARIZONA,COCONINO COUNTY,34:e9:61:c9:96:d1,*,U, ,TRUMP: DOWN 11791
11/01/2020 14:22:30,198.567.837.683,STATIC MOSCOW COMMERCE CN,42:7a:b6:e3:56:29,848.430.443.460,GEORGIA,DECATUR COUNTY,22:9c:45:3e:35:e9,CREDENTIALS,Y,N,TRUMP: DOWN 47769
11/05/2020 06:24:38,772.952.703.400,GB BEIJING KJBHJD LTD IP ETHN POOLS CHINA,03:42:13:b1:2b:ae,247.530.796.266,MICHIGAN,BARRY COUNTY ELECTION,fd:43:80:c2:26:f0,FIREWALL,U, ,TRUMP: DOWN 41287
11/01/2020 14:57:47,39.330.618.683,WEB ETHN COMMERCE LTD COMMERCE COMMERCE CENTER,03:e1:b9:03:6e:5c,106.581.309.809,MICHIGAN,MONTCALM COUNTY,ac:73:bf:e9:5d:d8,CREDENTIALS,N, ,TRUMP: DOWN 31392
11/04/2020 06:30:43,354.630.88.624,AVHJ-OU CN AVHJ-OU CH,73:4f:cd:d3:37:d3,910.53.457.552,MICHIGAN,DICKINSON COUNTY ELECTION,4d:21:e8:4d:37:37,*,U,N,TRUMP: DOWN 20916
11/04/2020 18:46:27,436.321.44.330,CELLNAM CN SBUH-187 LTD NETLIN NETLIN,e5:56:ef:e1:9c:ce,257.476.165.658,MICHIGAN,OTSEGO COUNTY ELECTION,c9:7e:10:c8:2a:84,*,N,N,TRUMP: DOWN 28996
11/02/2020 13:49:06,499.829.920.223,DATA NETLIN,08:36:3e:02:b6:11,39.863.469.405,ARIZONA,YAVAPAI COUNTY ELECTION,66:9f:91:c9:bb:db,CREDENTIALS, , ,TRUMP: DOWN 30147
11/04/2020 23:26:54,18.728.946.526,NET WLS,b8:1a:1d:f6:7a:06,80.779.143.947,NEVADA,HUMBOLDT COUNTY ELECTION,22:1d:a5:ba:b3:9d,BOTH,U,Y,TRUMP: DOWN 39820
11/05/2020 17:51:29,73.137.815.415,WLS BG,54:f6:ab:92:98:02,854.554.330.939,MICHIGAN,BAY COUNTY,e1:ff:3c:9f:29:2a,BOTH,N, ,TRUMP: DOWN 11183
11/05/2020 16:22:13,558.143.162.867,COMM MOSCOW CELLNAM,10:bd:aa:b9:71:d8,681.645.575.525,GEORGIA,LINCOLN COUNTY ELECTION,22:f3:5c:b8:5b:a0,*,U, ,TRUMP: DOWN 25811
11/02/2020 15:38:03,784.800.493.744,ADDRESSES GB 718 E-LEARNING DATA SINGNET ALK-143,8c:03:ea:15:7e:9e,68.248.468.368,PENNSYLVANIA,MERCER COUNTY,fd:e0:18:97:08:a2,CREDENTIALS,U,Y,TRUMP: DOWN 27836
11/05/2020 01:22:10,786.359.283.610,CENTER SINGNET CELLNAM TECHNOLOGY,7e:3b:41:91:db:a2,179.756.254.625,PENNSYLVANIA,WYOMING COUNTY ELECTION,86:fd:f2:e3:95:81,CREDENTIALS,N, ,TRUMP: DOWN 12136
11/05/2020 10:37:20,251.423.756.403,ADDRESSES 718 SERVER,5e:b6:09:a3:7c:83,891.810.717.606,MICHIGAN,CLINTON COUNTY,e6:32:ca:ba:44:50,BOTH, ,Y,TRUMP: DOWN 20567
11/05/2020 10:40:59,840.199.744.467,ETHN LTD BEIJING ETHN SWITCHBOARD,3b:7a:03:3d:28:76,952.176.367.349,MICHIGAN,BARAGA COUNTY ELECTION,84:c9:e9:7d:3a:cc,BOTH,U,N,TRUMP: DOWN 48676
11/05/2020 19:44:36,573.554.29.489,MOSCOW INFORMATION SUITE,ec:0b:d3:9e:d7:c6,860.509.707.304,PENNSYLVANIA,CLARION COUNTY ELECTION,7e:d2:ba:19:fa:b7,BOTH,N,Y,TRUMP: DOWN 9584
11/01/2020 19:05:48,494.128.292.872,AVHJ-OU COMM SBUH-187 E-LEARNING CN,68:89:5b:32:04:a7,307.210.438.20,GEORGIA,CANDLER COUNTY,df:a8:3c:c7:21:ae,*,N,Y,TRUMP: DOWN 32352
11/02/2020 22:34:21,722.126.456.369,STATIC IP IP KJBHJD LTD CH,3b:2e:fb:e6:cd:f5,851.275.212.218,MICHIGAN,MONROE COUNTY,64:55:4c:90:24:cc,CREDENTIALS, ,N,TRUMP: DOWN 1937
11/03/2020 01:34:23,379.553.130.909,ADDRESSES WLS,28:1e:0d:2f:42:47,709.889.81.425,MICHIGAN,HURON COUNTY ELECTION,c1:19:4f:de:ab:c4,CREDENTIALS,U, ,TRUMP: DOWN 11384
11/03/2020 02:32:30,724.707.943.637,INFORMATION JAPAN INFRASTRUCTURE RU CENTER ETHN LKL-21,30:a2:cb:f3:c4:a0,247.947.160.571,GEORGIA,BEN HILL COUNTY,7f:11:28:fc:2c:c8,FIREWALL,Y,Y,TRUMP: DOWN 29819
11/02/2020 21:38:21,190.552.938.81,DATA RCV,a6:ed:97:c8:02:82,993.102.197.377,MICHIGAN,SANILAC COUNTY,46:42:2f:45:c8:02,*,Y, ,TRUMP: DOWN 38178
11/01/2020 21:55:45,496.957.57.278,ONLINE WEB ALLOYS NETW,91:a7:d6:9a:1e:6d,749.24.809.916,PENNSYLVANIA,BUTLER COUNTY ELECTION,d2:3c:c9:1e:94:0d,CREDENTIALS,U,N,TRUMP: DOWN 24654
11/04/2020 02:30:13,990.787.97.403,WLS CELLNAM IP POOLS 718,85:dc:c1:30:ed:ec,496.450.697.351,NEVADA,DOUGLAS COUNTY,7b:be:f4:b4:c2:12,BOTH, ,Y,TRUMP: DOWN 6062
11/01/2020 06:03:47,843.728.672.381,CELLNAM COMM COMMERCE CELLNAM CHINA JAPAN STATIC,4b:66:69:c8:60:09,606.825.172.403,PENNSYLVANIA,SCHUYLKILL COUNTY,22:bb:27:90:89:ab,BOTH,U, ,TRUMP: DOWN 28603
11/05/2020 16:20:00,540.871.573.620,718 CH,36:a2:a3:ca:3a:5d,962.363.306.675,ARIZONA,MOHAVE COUNTY ELECTION,f5:e9:1b:7e:c1:d7,*, ,N,TRUMP: DOWN 14519
11/01/2020 09:07:38,27.553.388.430,GB CELLNAM CH,86:50:2b:cc:7a:2e,704.699.709.648,MICHIGAN,ANTRIM COUNTY ELECTION,08:d3:78:cd:c0:e6,*, , ,TRUMP: DOWN 44147
11/01/2020 21:19:21,574.211.268.823,COMMERCIAL BG STATIC,d9:61:20:97:80:6f,107.248.482.481,MICHIGAN,WAYNE COUNTY ELECTION,b7:19:e9:8c:cc:62,CREDENTIALS, ,N,TRUMP: DOWN 5190
11/04/2020 16:38:53,735.831.554.861,LTD HPO-SUITE BEIJING E-LEARNING NETWORK WLS,8d:d5:54:61:c6:b1,886.669.552.448,GEORGIA,BIBB COUNTY,b7:52:59:ad:0f:32,*,U,Y,TRUMP: DOWN 2223
11/03/2020 01:21:49,430.546.798.477,200 RSV INFRASTRUCTURE COMMERCE KJBHJD LTD LKL-21 CELLNAM,9c:4b:1e:ff:cb:9e,524.578.550.961,ARIZONA,GILA COUNTY,6b:19:98:8d:aa:c8,BOTH, ,Y,TRUMP: DOWN 17396
11/05/2020 09:48:02,230.754.480.410,SERVER CHINA CENTER COMM SINGNET TECH,90:93:5a:17:95:2f,412.453.928.559,ARIZONA,SANTA CRUZ COUNTY ELECTION,4e:b0:c1:c3:08:14,CREDENTIALS,U, ,TRUMP: DOWN 1965
11/02/2020 08:40:08,418.612.266.766,WEB STATIC CN,e6:e3:a4:1b:4a:a2,511.823.807.846,GEORGIA,DEKALB COUNTY ELECTION,cc:01:45:d5:56:b5,*, ,N,TRUMP: DOWN 37976
11/04/2020 02:13:57,416.109.359.508,NETW IP BG AVHJ-OU WEB,a3:e3:5d:32:81:95,864.253.995.683,ARIZONA,MOHAVE COUNTY ELECTION,0f:98:04:d7:c3:9e,BOTH,Y, ,TRUMP: DOWN 12242
11/01/2020 11:42:35,266.607.53.895,IP DATA AVHJ-OU BEIJING MOSCOW,ee:b2:92:fe:17:4e,417.309.943.552,ARIZONA,SANTA CRUZ COUNTY ELECTION,fb:ec:1d:8c:d8:e6,*, , ,TRUMP: DOWN 1131
11/05/2020 05:18:33,287.361.147.21,KJBHJD LTD STATIC 718 AVHJ-OU,ae:f2:37:3a:73:4d,922.146.686.658,NEVADA,LANDER COUNTY,80:5f:41:33:d6:8e,*,Y, ,TRUMP: DOWN 42191
11/02/2020 01:53:10,72.926.273.617,CHINA RU STATIC TECH ONLINE,cd:24:ce:62:17:3b,272.420.656.235,GEORGIA,WALTON COUNTY ELECTION,e4:86:40:73:c1:2d,BOTH, ,Y,TRUMP: DOWN 25089
11/05/2020 15:04:55,217.173.736.561,BG ETHN LTD WLS E-LEARNING ALK-143 ALLOYS,05:48:48:dd:c2:f7,585.299.555.514,NEVADA,STOREY COUNTY ELECTION,7b:5b:89:35:fd:34,*,Y, ,TRUMP: DOWN 22215
11/01/2020 05:50:39,208.458.812.183,ADDRESSES POOLS BEIJING NETW TECHNOLOGY,f3:77:ff:b2:26:49,253.384.584.766,MICHIGAN,IONIA COUNTY ELECTION,16:5d:7d:b9:31:41,FIREWALL,N,N,TRUMP: DOWN 2345
11/01/2020 11:53:52,908.143.684.561,COMM GMBH TECH INFRASTRUCTURE,6b:93:ee:31:b8:e9,345.244.210.255,ARIZONA,PIMA COUNTY ELECTION,60:8e:a6:c8:b9:f4,BOTH,Y, ,TRUMP: DOWN 48893
11/03/2020 06:45:22,395.345.943.309,AVHJ-OU MOSCOW NETW COMMERCIAL INFORMATION WEB,84:10:b6:84:eb:3a,978.627.97.246,ARIZONA,GREENLEE COUNTY ELECTION,d7:c2:82:62:02:ec,*,N, ,TRUMP: DOWN 8640
11/01/2020 15:27:16,523.167.155.746,NETWORK INFRASTRUCTURE ALK-143 DATA COMM POOLS 200,77:c6:e9:c2:c7:15,807.48.39.888,PENNSYLVANIA,PIKE COUNTY ELECTION,37:d7:8f:8c:40:f0,FIREWALL,Y, ,TRUMP: DOWN 42990
11/03/2020 09:48:38,344.517.742.97,HPO-SUITE NETW KJBHJD LTD,a8:92:fc:15:f5:05,27.356.193.355,GEORGIA,MADISON COUNTY ELECTION,97:48:0d:92:44:fb,CREDENTIALS,Y,N,TRUMP: DOWN 13933
11/03/2020 22:33:57,208.419.120.683,ONLINE COMMERCE CN AVHJ-OU GU,f6:7b:35:2a:92:17,132.856.596.170,ARIZONA,SANTA CRUZ COUNTY ELECTION,f9:03:3c:f0:af:13,CREDENTIALS,Y,Y,TRUMP: DOWN 39967
11/02/2020 03:16:35,822.654.692.747,COMM ALK-143 WUHAN BG,37:21:e1:91:0e:b0,974.760.752.537,MICHIGAN,JACKSON COUNTY,55:6c:d9:3c:76:a5,*,Y,N,TRUMP: DOWN 13262
11/05/2020 10:07:37,535.277.790.714,NETLIN 718,7d:08:97:e4:1d:5f,159.41.113.71,MICHIGAN,CHIPPEWA COUNTY,c3:1f:09:26:e6:df,BOTH,N,N,TRUMP: DOWN 42620
11/01/2020 07:04:40,879.379.37.265,INFRASTRUCTURE IP INFRASTRUCTURE TECHNOLOGY,1a:6e:6b:ee:eb:78,224.737.891.276,GEORGIA,CLAY COUNTY,6e:b1:4e:28:25:7b,*,Y,N,TRUMP: DOWN 22797
11/03/2020 08:06:04,379.741.617.912,HPO-SUITE 200 ADDRESSES WLS JAPAN JAPAN,8f:a3:55:9a:30:73,694.233.789.152,PENNSYLVANIA,HUNTINGDON COUNTY ELECTION,5f:b2:e7:35:38:46,*,U,N,TRUMP: DOWN 45751
11/04/2020 07:16:07,30.417.24.201,COMMERCE SINGNET,6e:e7:cc:cf:ff:9e,263.365.33.511,PENNSYLVANIA,CARBON COUNTY ELECTION,4c:a5:a0:75:fd:33,FIREWALL,Y,Y,TRUMP: DOWN 13513
11/05/2020 00:56:11,34.609.512.253,SERVER ADDRESSES GB SERVER CELLNAM,ee:21:98:61:5c:f6,867.365.162.691,GEORGIA,MURRAY COUNTY,10:7e:26:dc:16:2f,CREDENTIALS,U, ,TRUMP: DOWN 44368
11/05/2020 08:34:19,27.103.203.436,BG ONLINE CENTER IP SINGNET AVHJ-OU,43:7f:25:19:cc:8d,196.983.791.865,GEORGIA,HARALSON COUNTY ELECTION,7e:9f:87:d1:75:b4,CREDENTIALS,N,Y,TRUMP: DOWN 32732
11/02/2020 14:38:39,363.931.227.470,ADDRESSES CH HPO-SUITE,41:e8:0b:2b:fb:c9,589.289.57.738,NEVADA,MINERAL COUNTY,93:de:c9:6c:ed:d8,FIREWALL,N,Y,TRUMP: DOWN 29412
11/01/2020 03:08:47,194.129.142.158,MOSCOW DATA WLS TECHNOLOGY COMM,c0:19:2f:85:38:0d,579.153.912.937,NEVADA,ESMERALDA COUNTY ELECTION,aa:0d:fb:a6:1e:3d,BOTH,U,Y,TRUMP: DOWN 43193
11/03/2020 04:26:14,58.85.973.722,COMMERCIAL NET,2e:92:6c:e1:c8:33,625.128.953.933,GEORGIA,LAURENS COUNTY,19:6e:4c:2f:08:b0,FIREWALL,Y, ,TRUMP: DOWN 16601
11/04/2020 13:33:41,979.256.570.771,NETW 718 SERVER,1c:67:88:1a:2e:ca,527.656.48.199,MICHIGAN,KENT COUNTY ELECTION,bf:02:ca:84:7c:a4,FIREWALL, , ,TRUMP: DOWN 22738
11/05/2020 18:22:52,193.654.480.396,STATIC GMBH SUITE NETW COMM NET SINGNET,23:41:41:38:52:6d,548.797.712.392,PENNSYLVANIA,MONROE COUNTY,81:7e:eb:99:2a:9d,BOTH,Y,N,TRUMP: DOWN 19184
11/03/2020 16:30:41,594.325.912.391,WEB CH BG POOLS 200 JAPAN STATIC,b9:76:4b:1a:c2:32,292.534.321.113,MICHIGAN,DICKINSON COUNTY ELECTION,ce:a2:80:3b:fe:f4,CREDENTIALS,N,Y,TRUMP: DOWN 39357
11/05/2020 06:36:51,621.133.521.820,BEIJING NETLIN,16:77:1c:e8:53:6f,31.566.618.865,GEORGIA,TALIAFERRO COUNTY ELECTION,d8:3e:12:52:8b:ed,*,Y, ,TRUMP: DOWN 16288
11/05/2020 10:42:16,916.158.419.476,WEB ALK-143 SBUH-187 CELLNAM INFRASTRUCTURE SINGNET BG,10:c8:60:ca:70:c8,801.835.859.342,ARIZONA,COCHISE COUNTY ELECTION,b5:08:26:30:e7:ab,*, ,Y,TRUMP: DOWN 43583
11/05/2020 03:38:55,930.138.256.420,GMBH IP CH JAPAN,95:d2:a9:39:08:a6,921.965.747.566,PENNSYLVANIA,LACKAWANNA COUNTY ELECTION,f5:1a:f1:f9:a3:f1,FIREWALL,Y,N,TRUMP: DOWN 3406
11/05/2020 04:42:32,448.587.400.737,SWITCHBOARD BG WEB,35:21:32:24:28:3f,358.967.47.839,PENNSYLVANIA,FRANKLIN COUNTY,2f:ec:3d:2d:b0:95,FIREWALL,U, ,TRUMP: DOWN 5899
11/01/2020 07:54:01,813.240.502.164,ALK-143 IP SERVER,b8:e0:d7:61:39:6e,525.917.94.550,GEORGIA,GLYNN COUNTY,33:2b:66:1e:ee:d3,*,U,Y,TRUMP: DOWN 49496
11/03/2020 21:50:53,830.957.283.76,CH WLS WLS,4b:3e:ea:ce:4a:13,99.644.958.612,PENNSYLVANIA,MCKEAN COUNTY,13:06:95:be:52:13,CREDENTIALS,N,Y,TRUMP: DOWN 13051
11/01/2020 20:10:24,952.841.458.662,JAPAN CENTER JAPAN COMM,d1:b1:f4:db:fb:2f,743.404.309.526,ARIZONA,MARICOPA COUNTY,e4:1a:04:44:eb:02,FIREWALL,U,Y,TRUMP: DOWN 10172
11/03/2020 08:43:32,185.563.167.268,HPO-SUITE GMBH RU STATIC INFRASTRUCTURE SUITE MOSCOW,82:19:1f:74:af:77,475.671.713.511,ARIZONA,APACHE COUNTY ELECTION,1b:91:b9:5e:f4:d1,CREDENTIALS,U,Y,TRUMP: DOWN 21179
11/03/2020 20:57:18,742.906.798.595,ADDRESSES INFRASTRUCTURE,32:f3:26:16:1b:95,38.662.652.521,ARIZONA,GILA COUNTY,9a:d3:fb:9e:d9:14,*,N,Y,TRUMP: DOWN 12298
11/01/2020 20:28:35,733.170.242.518,MOSCOW HPO-SUITE,49:e3:65:f0:73:f2,924.640.378.116,MICHIGAN,OTTAWA COUNTY ELECTION,8d:cb:15:b5:cb:20,CREDENTIALS,U, ,TRUMP: DOWN 16187
11/05/2020 05:15:03,54.694.801.913,SBUH-187 INFORMATION CENTER TECHNOLOGY INFORMATION COMM,dc:bf:06:3b:7e:fd,478.928.878.344,MICHIGAN,OSCODA COUNTY,ab:1c:e8:c8:22:8e,FIREWALL, , ,TRUMP: DOWN 4511
11/02/2020 01:45:40,331.846.820.655,NETWORK ALK-143,b4:57:53:a2:d2:ec,929.268.559.301,ARIZONA,GRAHAM COUNTY ELECTION,ad:7b:db:55:2d:b4,BOTH,Y,Y,TRUMP: DOWN 42876
11/01/2020 20:46:17,372.748.273.223,POOLS COMMERCIAL BG E-LEARNING WLS,b1:32:f1:61:57:b4,377.834.512.667,PENNSYLVANIA,COLUMBIA COUNTY,56:cd:e1:f3:10:e1,*, , ,TRUMP: DOWN 48329
11/02/2020 12:37:37,711.869.965.902,LTD KJBHJD LTD ONLINE MOSCOW 718 NET 200,aa:e4:d1:8e:ff:13,239.503.723.655,NEVADA,LANDER COUNTY,d1:c6:c4:30:6c:bf,CREDENTIALS,N, ,TRUMP: DOWN 4987
11/03/2020 23:30:30,942.808.675.527,SBUH-187 CH LKL-21 CENTER GU INFRASTRUCTURE,33:9e:ff:25:f7:24,515.818.284.169,NEVADA,DOUGLAS COUNTY ELECTION,ab:e1:ef:f6:cd:10,FIREWALL,U,Y,TRUMP: DOWN 18977
11/03/2020 03:35:02,978.926.690.855,INFORMATION ALK-143,63:27:d0:7a:85:a1,328.334.949.957,MICHIGAN,ALLEGAN COUNTY ELECTION,b3:51:07:c8:e6:21,*,N, ,TRUMP: DOWN 32254
11/02/2020 07:39:50,940.491.496.547,HPO-SUITE LTD COMM NETWORK JAPAN GB,c3:0a:21:b7:83:19,257.353.643.934,PENNSYLVANIA,MERCER COUNTY,01:7a:1b:9c:d5:bc,CREDENTIALS,Y, ,TRUMP: DOWN 10565
11/01/2020 21:04:08,424.808.273.17,NETW ALK-143,75:37:03:69:23:0b,832.218.912.809,NEVADA,STOREY COUNTY ELECTION,81:46:ac:ba:28:3c,CREDENTIALS,N,Y,TRUMP: DOWN 28265
11/05/2020 22:25:39,772.303.205.534,LTD TECHNOLOGY ETHN DATA BEIJING CN AVHJ-OU,c6:67:5e:af:58:82,291.903.318.463,ARIZONA,COCONINO COUNTY,a8:93:02:be:00:8f,*,U,N,TRUMP: DOWN 4814
11/05/2020 02:19:13,447.226.978.317,RCV WUHAN 200 NETLIN GU,d7:f6:8d:61:a3:9c,92.816.536.9,GEORGIA,DOOLY COUNTY,20:ee:e3:ff:a8:78,*,N, ,TRUMP: DOWN 9461
11/02/2020 15:28:07,569.692.794.450,CENTER CHINA RSV,fe:72:e4:8a:a2:91,965.920.713.168,GEORGIA,BAKER COUNTY,94:69:89:bf:9c:c3,BOTH,U,Y,TRUMP: DOWN 28503
11/02/2020 08:53:57,944.1.279.33,ONLINE WEB TECHNOLOGY 718 SUITE 200 CHINA,18:5c:9b:f1:16:70,217.985.704.281,NEVADA,LANDER COUNTY ELECTION,4f:c2:46:65:f8:0f,FIREWALL, , ,TRUMP: DOWN 39792
11/04/2020 20:16:13,909.161.555.166,NETW WUHAN STATIC CN ONLINE IP INFRASTRUCTURE,a7:51:b4:a5:c2:a8,506.392.860.456,MICHIGAN,OAKLAND COUNTY ELECTION,22:91:9d:a2:49:50,FIREWALL,U,Y,TRUMP: DOWN 9703
11/01/2020 03:09:47,881.5.715.848,SERVER CH COMM COMM ALK-143,61:0b:fc:62:90:b5,942.938.36.446,NEVADA,HUMBOLDT COUNTY,47:b6:59:70:89:4e,FIREWALL,U, ,TRUMP: DOWN 42300
11/05/2020 07:31:54,875.230.746.447,LKL-21 RU,01:af:ef:b2:b6:fb,57.107.293.215,MICHIGAN,ALGER COUNTY ELECTION,06:71:4f:9f:6c:26,BOTH,U,N,TRUMP: DOWN 35251
11/04/2020 04:22:57,573.174.821.495,SBUH-187 DATA RU ADDRESSES,ac:d6:b5:0a:91:65,25.683.4.739,NEVADA,WASHOE COUNTY,15:f2:b2:ed:96:bd,*,U,Y,TRUMP: DOWN 12417
11/02/2020 20:57:57,252.718.531.949,SERVER ALLOYS GU,ed:d3:78:0e:5b:61,701.546.195.592,NEVADA,LANDER COUNTY ELECTION,2e:92:db:3a:13:6b,*,N,N,TRUMP: DOWN 21122
11/01/2020 03:59:43,787.355.547.398,RSV COMM ALK-143 KJBHJD LTD STATIC STATIC,7a:96:e7:f8:cb:53,492.189.373.207,GEORGIA,WILCOX COUNTY,b5:c8:b4:ea:7d:e5,CREDENTIALS,N, ,TRUMP: DOWN 15369
11/03/2020 16:20:35,311.309.371.567,NETLIN NET SBUH-187,57:bc:6d:57:da:a0,7.71.850.931,ARIZONA,COCONINO COUNTY ELECTION,a2:5d:15:83:b4:22,*,U,Y,TRUMP: DOWN 11671
11/05/2020 00:24:15,463.845.15.142,ALLOYS CENTER,7a:5b:d0:c7:e2:70,1.281.972.132,MICHIGAN,VAN BUREN COUNTY ELECTION,44:4a:50:8b:f6:79,BOTH,Y,N,TRUMP: DOWN 22473
11/03/2020 15:15:56,976.173.617.606,BEIJING RU RSV RCV,1c:b1:ec:cc:71:4b,18.257.253.919,ARIZONA,COCHISE COUNTY,9a:9f:15:20:0c:ca,CREDENTIALS,Y,N,TRUMP: DOWN 5209
11/01/2020 02:34:24,583.655.280.235,200 GMBH ADDRESSES,cd:52:ab:32:53:cb,563.269.167.197,MICHIGAN,ONTONAGON COUNTY ELECTION,61:45:b6:bb:d0:4f,*,U,N,TRUMP: DOWN 37517
11/01/2020 22:27:05,118.471.984.272,SERVER CH SINGNET BG COMMERCIAL,a4:c9:58:10:fa:1d,516.473.115.409,ARIZONA,APACHE COUNTY,e1:cc:cb:a7:dd:75,CREDENTIALS,Y,Y,TRUMP: DOWN 21572
11/05/2020 07:39:58,751.889.937.227,COMMERCIAL DATA GMBH ALLOYS ALLOYS,17:0f:e9:79:11:80,295.186.757.793,GEORGIA,GRADY COUNTY ELECTION,57:a7:87:c8:5c:9f,FIREWALL,N,Y,TRUMP: DOWN 6242
11/01/2020 00:58:50,598.415.761.724,AVHJ-OU SUITE SWITCHBOARD TECH,d6:7d:61:24:3c:60,782.399.693.801,GEORGIA,DODGE COUNTY,d9:9e:74:7e:be:ec,FIREWALL,Y,N,TRUMP: DOWN 1751
11/03/2020 23:40:47,723.756.730.756,COMM KJBHJD LTD NETLIN COMM ALK-143 CH,a0:e7:62:9d:bc:36,707.985.127.364,MICHIGAN,IRON COUNTY ELECTION,7a:1c:32:d9:dd:ee,*, , ,TRUMP: DOWN 23769
11/05/2020 13:19:52,878.719.511.581,HPO-SUITE KJBHJD LTD CHINA MOSCOW,c6:69:96:61:06:4f,334.237.867.390,PENNSYLVANIA,PERRY COUNTY ELECTION,8d:a0:9a:22:61:b2,*,U,N,TRUMP: DOWN 19853
11/05/2020 05:48:31,185.891.298.94,718 NETWORK GU INFRASTRUCTURE LTD LTD,72:f4:6d:44:d9:98,553.196.60.899,PENNSYLVANIA,INDIANA COUNTY,40:6e:f4:9c:32:80,FIREWALL,N,Y,TRUMP: DOWN 13791
11/04/2020 08:18:20,655.993.228.641,JAPAN DATA 718 POOLS KJBHJD LTD CN SINGNET,6e:70:d0:9f:fc:ed,254.44.509.501,NEVADA,STOREY COUNTY ELECTION,85:e9:25:ff:10:3a,FIREWALL,Y, ,TRUMP: DOWN 31900
11/03/2020 04:23:34,932.289.928.503,TECHNOLOGY POOLS RSV,8a:7e:5f:ef:87:30,316.372.33.840,ARIZONA,MOHAVE COUNTY,56:c4:84:99:12:49,CREDENTIALS,N, ,TRUMP: DOWN 21363
11/03/2020 03:52:02,468.173.788.647,RU BEIJING GU NETWORK MOSCOW CELLNAM DATA,2e:ad:82:47:ab:2a,349.736.801.151,MICHIGAN,EMMET COUNTY,d1:4e:21:f1:9a:d2,*,U,Y,TRUMP: DOWN 35454
11/04/2020 03:29:10,609.262.723.501,JAPAN GU ALLOYS SBUH-187 CHINA TECHNOLOGY,0b:6c:b9:5d:d3:d4,5.994.7.75,PENNSYLVANIA,WAYNE COUNTY,54:e5:50:a5:09:af,BOTH,Y, ,TRUMP: DOWN 46400
11/04/2020 07:54:04,574.533.418.108,LKL-21 JAPAN COMMERCE,17:d9:a1:25:cd:f8,131.815.227.929,GEORGIA,JACKSON COUNTY,03:12:5e:d0:cd:f2,BOTH,Y, ,TRUMP: DOWN 14915
11/05/2020 11:54:23,850.136.97.457,ETHN INFRASTRUCTURE RCV NET COMMERCIAL,a4:8b:c6:0b:a5:c1,700.188.749.932,ARIZONA,MARICOPA COUNTY ELECTION,16:14:66:f8:80:89,*,U,N,TRUMP: DOWN 27958
11/02/2020 05:49:46,301.613.641.900,SUITE COMMERCE BEIJING JAPAN 200,93:4c:fa:b2:1a:44,706.222.694.61,MICHIGAN,KEWEENAW COUNTY,45:37:23:dc:ec:bf,BOTH,U,Y,TRUMP: DOWN 15626
11/03/2020 08:13:26,883.855.325.430,POOLS COMM SBUH-187 WEB HPO-SUITE,06:af:d8:ad:37:71,378.440.817.142,ARIZONA,NAVAJO COUNTY ELECTION,e4:0a:76:24:35:fc,FIREWALL,N,N,TRUMP: DOWN 19429
11/02/2020 05:56:20,344.218.608.536,SBUH-187 ALLOYS CENTER SUITE,c8:dc:58:3e:6b:f4,925.859.780.824,PENNSYLVANIA,SCHUYLKILL COUNTY ELECTION,50:a7:38:e1:ba:34,FIREWALL, , ,TRUMP: DOWN 41948
